datetime,A,B,C,D,E,F,G,H,I,J,K,L,M
2024-09-23,5577.36541266058,0.0,48.75145000000184,2.0,0.0,10.0,181.42500000000382,181.42500000000382,11.0,181.42500000000382,1e+100,181.42500000000382,1e+100
2024-09-24,5595.1531420275505,0.0,72.8249464285733,2.0,0.0,10.0,189.43950000000314,189.43950000000314,11.0,189.43950000000314,1e+100,189.43950000000314,1e+100
2024-09-25,5599.145484926174,0.0,95.31060357143062,2.0,0.0,10.0,171.212000000005,171.212000000005,11.0,171.212000000005,1e+100,171.212000000005,1e+100
2024-09-26,5613.619210679864,0.0,117.56908214285923,2.0,0.0,10.0,188.31700000000365,188.31700000000365,11.0,188.31700000000365,1e+100,188.31700000000365,1e+100
2024-09-27,5616.562250145871,0.0,137.69189285714484,2.0,0.0,10.0,174.08950000000368,174.08950000000368,11.0,174.08950000000368,1e+100,174.08950000000368,1e+100
2024-09-30,5633.971137638578,0.0,167.06000714285918,2.0,0.0,10.0,194.2795000000042,194.2795000000042,11.0,194.2795000000042,1e+100,194.2795000000042,1e+100
2024-10-01,5633.971137638578,0.0,171.70903928571607,2.0,0.0,10.0,136.5885000000044,136.5885000000044,11.0,136.5885000000044,1e+100,136.5885000000044,1e+100
2024-10-02,5634.223776718816,0.0,173.49176428571602,2.0,0.0,10.0,136.08200000000397,136.08200000000397,11.0,136.08200000000397,1e+100,136.08200000000397,1e+100
2024-10-03,5636.496087882876,0.0,168.51491785714458,3.0,0.0,10.0,125.42500000000382,125.42500000000382,11.0,125.42500000000382,1e+100,125.42500000000382,1e+100
2024-10-04,5637.469783488732,0.0,158.88431428571604,3.0,0.0,10.0,171.89450000000397,171.89450000000397,11.0,171.89450000000397,1e+100,171.89450000000397,1e+100
2024-10-07,5637.469783488732,0.0,140.15160357143023,3.0,0.0,10.0,110.17000000000371,110.17000000000371,11.0,110.17000000000371,1e+100,110.17000000000371,1e+100
2024-10-08,5637.469783488732,0.0,129.69541428571617,3.0,0.0,9.0,161.18100000000504,161.18100000000504,11.0,161.18100000000504,1e+100,161.18100000000504,1e+100
2024-10-09,5668.029189368652,0.0,121.18503571428745,3.0,0.0,9.0,196.2865000000047,196.2865000000047,11.0,196.2865000000047,1e+100,196.2865000000047,1e+100
2024-10-10,5671.203229900219,0.0,108.96104642857313,3.0,0.0,9.0,179.45250000000397,179.45250000000397,11.0,179.45250000000397,1e+100,179.45250000000397,1e+100
2024-10-11,5695.531568405208,0.0,103.5206142857159,3.0,0.0,9.0,206.79400000000442,206.79400000000442,11.0,206.79400000000442,1e+100,206.79400000000442,1e+100
2024-10-14,5740.689989984948,0.0,102.85386071428718,3.0,0.0,10.0,244.30350000000362,244.30350000000362,11.0,244.30350000000362,1e+100,244.30350000000362,1e+100
2024-10-15,5740.689989984948,0.0,92.0656035714299,3.0,0.0,9.0,193.98850000000402,193.98850000000402,11.0,193.98850000000402,1e+100,193.98850000000402,1e+100
2024-10-16,5742.232465961415,0.0,80.49467500000117,3.0,0.0,9.0,212.2275000000027,212.2275000000027,11.0,212.2275000000027,1e+100,212.2275000000027,1e+100
2024-10-17,5744.292842663344,0.0,75.71818214285817,3.0,0.0,10.0,201.75400000000263,201.75400000000263,11.0,201.75400000000263,1e+100,201.75400000000263,1e+100
2024-10-18,5751.822200530178,0.0,74.00356428571541,3.0,0.0,10.0,215.12750000000415,215.12750000000415,11.0,215.12750000000415,1e+100,215.12750000000415,1e+100
2024-10-21,5753.252090503669,0.0,71.53288214285838,3.0,0.0,10.0,187.2860000000037,187.2860000000037,11.0,187.2860000000037,1e+100,187.2860000000037,1e+100
2024-10-22,5754.636485978485,0.0,69.96690714285825,3.0,0.0,10.0,173.26250000000255,173.26250000000255,11.0,173.26250000000255,1e+100,173.26250000000255,1e+100
2024-10-23,5754.636485978485,0.0,57.72438928571552,3.0,0.0,10.0,106.72200000000339,106.72200000000339,11.0,106.72200000000339,1e+100,106.72200000000339,1e+100
2024-10-24,5754.636485978485,0.0,50.45515000000121,3.0,0.0,10.0,107.26650000000245,107.26650000000245,11.0,107.26650000000245,1e+100,107.26650000000245,1e+100
2024-10-25,5754.636485978485,0.0,43.170096428572634,3.0,0.0,10.0,96.29200000000219,96.29200000000219,11.0,96.29200000000219,1e+100,96.29200000000219,1e+100
2024-10-28,5755.018874807513,0.0,42.22587142857272,3.0,0.0,10.0,102.24050000000261,102.24050000000261,11.0,102.24050000000261,1e+100,102.24050000000261,1e+100
2024-10-29,5755.999931067138,0.0,38.351307142858346,3.0,0.0,10.0,100.3015000000023,100.3015000000023,11.0,100.3015000000023,1e+100,100.3015000000023,1e+100
2024-10-30,5757.467934513781,0.0,30.672217857143934,3.0,0.0,9.0,72.01750000000266,72.01750000000266,11.0,72.01750000000266,1e+100,72.01750000000266,1e+100
2024-10-31,5818.371462211908,1.0,2.049275000000904,3.0,0.0,9.0,-47.41399999999794,-47.41399999999794,12.0,-47.41399999999794,12.0,-47.41399999999794,1e+100
2024-11-01,5818.371462211908,1.0,-15.538707142856083,4.0,0.0,9.0,-30.435499999997774,-30.435499999997774,12.0,-30.435499999997774,1e+100,-30.435499999997774,1e+100
2024-11-04,5818.225244646247,1.0,-40.027642857141785,4.0,0.0,9.0,-54.672499999997854,-54.672499999997854,12.0,-54.672499999997854,1e+100,-54.672499999997854,1e+100
2024-11-05,5818.225244646247,1.0,-44.66565357142743,4.0,0.0,9.0,8.648000000002867,8.648000000002867,13.0,8.648000000002867,1e+100,8.648000000002867,1e+100
2024-11-06,5805.182116706762,0.0,-24.101571428570395,5.0,0.0,9.0,148.9955000000009,148.9955000000009,11.0,148.9955000000009,1e+100,148.9955000000009,1e+100
2024-11-07,5849.9535108714235,0.0,-1.874039285713252,5.0,0.0,10.0,189.2975000000024,189.2975000000024,11.0,189.2975000000024,1e+100,189.2975000000024,1e+100
2024-11-08,5874.614335327852,0.0,23.72032142857249,2.0,0.0,10.0,208.51200000000154,208.51200000000154,11.0,208.51200000000154,1e+100,208.51200000000154,11.0
2024-11-11,5883.4081185614605,0.0,51.17756071428688,2.0,0.0,10.0,210.82450000000244,210.82450000000244,11.0,210.82450000000244,1e+100,210.82450000000244,1e+100
2024-11-12,5884.320712633387,0.0,69.24810357142987,2.0,0.0,10.0,190.4335000000019,190.4335000000019,11.0,190.4335000000019,1e+100,190.4335000000019,1e+100
2024-11-13,5885.943677001717,0.0,86.76071428571565,2.0,0.0,10.0,185.6150000000025,185.6150000000025,11.0,185.6150000000025,1e+100,185.6150000000025,1e+100
2024-11-14,5886.553493151632,0.0,95.73681071428712,2.0,0.0,10.0,144.179500000002,144.179500000002,11.0,144.179500000002,1e+100,144.179500000002,1e+100
2024-11-15,5989.29218150595,1.0,91.77438214285873,3.0,0.0,10.0,65.37500000000273,65.37500000000273,11.0,65.37500000000273,1e+100,65.37500000000273,1e+100
2024-11-18,5987.576072430653,1.0,91.642246428573,3.0,0.0,10.0,89.46750000000247,89.46750000000247,11.0,89.46750000000247,1e+100,89.46750000000247,1e+100
2024-11-19,5987.576072430653,1.0,95.60997857143025,2.0,0.0,10.0,111.99000000000251,111.99000000000251,11.0,111.99000000000251,1e+100,111.99000000000251,1e+100
2024-11-20,5987.576072430653,1.0,93.73441071428745,3.0,0.0,10.0,110.55850000000191,110.55850000000191,11.0,110.55850000000191,1e+100,110.55850000000191,1e+100
2024-11-21,5987.576072430653,1.0,97.65606428571608,2.0,0.0,10.0,135.2895000000026,135.2895000000026,11.0,135.2895000000026,1e+100,135.2895000000026,1e+100
2024-11-22,5987.236946657719,1.0,103.55692857143032,2.0,0.0,10.0,146.26700000000255,146.26700000000255,11.0,146.26700000000255,1e+100,146.26700000000255,1e+100
2024-11-25,5870.919400675167,0.0,112.23690714285902,2.0,0.0,10.0,155.2925000000032,155.2925000000032,11.0,155.2925000000032,1e+100,155.2925000000032,1e+100
2024-11-26,5907.198430641409,0.0,125.78718571428773,2.0,0.0,10.0,182.4785000000038,182.4785000000038,11.0,182.4785000000038,1e+100,182.4785000000038,1e+100
2024-11-27,5909.243509109338,0.0,130.60978571428765,2.0,0.0,10.0,151.13100000000304,151.13100000000304,11.0,151.13100000000304,1e+100,151.13100000000304,1e+100
2024-11-29,5921.069333653872,0.0,126.9472642857163,3.0,0.0,10.0,177.64550000000327,177.64550000000327,11.0,177.64550000000327,1e+100,177.64550000000327,1e+100
2024-12-02,5939.266366971178,0.0,123.34783571428801,3.0,0.0,10.0,187.01150000000325,187.01150000000325,11.0,187.01150000000325,1e+100,187.01150000000325,1e+100
2024-12-03,5945.522048622619,0.0,112.72982142857376,3.0,0.0,10.0,189.44400000000314,189.44400000000314,11.0,189.44400000000314,1e+100,189.44400000000314,1e+100
2024-12-04,5983.352446191488,0.0,103.69551428571656,3.0,0.0,10.0,224.07200000000194,224.07200000000194,11.0,224.07200000000194,1e+100,224.07200000000194,1e+100
2024-12-05,5986.343823881913,0.0,102.69128928571662,3.0,0.0,10.0,209.40300000000298,209.40300000000298,11.0,209.40300000000298,1e+100,209.40300000000298,1e+100
2024-12-06,5992.663632687818,0.0,106.7062321428593,2.0,0.0,10.0,218.5985000000028,218.5985000000028,11.0,218.5985000000028,1e+100,218.5985000000028,1e+100
2024-12-09,5993.379451053426,0.0,105.07884285714492,3.0,0.0,10.0,174.21700000000328,174.21700000000328,11.0,174.21700000000328,1e+100,174.21700000000328,1e+100
2024-12-10,5994.673478500756,0.0,101.27835000000196,3.0,0.0,10.0,148.21600000000308,148.21600000000308,11.0,148.21600000000308,1e+100,148.21600000000308,1e+100
2024-12-11,5994.673478500756,0.0,105.50087142857356,2.0,0.0,10.0,189.30250000000433,189.30250000000433,11.0,189.30250000000433,1e+100,189.30250000000433,1e+100
2024-12-12,5995.221564346932,0.0,103.59957500000209,3.0,0.0,10.0,146.93600000000333,146.93600000000333,11.0,146.93600000000333,1e+100,146.93600000000333,1e+100
2024-12-13,5995.693486129585,0.0,98.2798821428591,3.0,0.0,10.0,137.51250000000437,137.51250000000437,11.0,137.51250000000437,1e+100,137.51250000000437,1e+100
2024-12-16,5997.011811823106,0.0,88.7728607142876,3.0,0.0,10.0,144.1550000000043,144.1550000000043,11.0,144.1550000000043,1e+100,144.1550000000043,1e+100
2024-12-17,5997.787221231951,0.0,75.46690714285904,3.0,0.0,10.0,104.76850000000468,104.76850000000468,11.0,104.76850000000468,1e+100,104.76850000000468,1e+100
2024-12-18,5980.326139829647,1.0,30.9540714285734,3.0,0.0,10.0,-90.52099999999609,-90.52099999999609,12.0,-90.52099999999609,12.0,-90.52099999999609,1e+100
2024-12-19,5976.763332838164,1.0,-12.156289285712546,4.0,0.0,10.0,-110.80649999999605,-110.80649999999605,12.0,-110.80649999999605,1e+100,-110.80649999999605,1e+100
2024-12-20,5976.763332838164,1.0,-36.27056428571257,4.0,0.0,10.0,-54.3399999999956,-54.3399999999956,12.0,-54.3399999999956,1e+100,-54.3399999999956,1e+100
2024-12-23,5976.763332838164,1.0,-48.66173571428422,4.0,0.0,10.0,-16.959499999996297,-16.959499999996297,12.0,-16.959499999996297,1e+100,-16.959499999996297,1e+100
2024-12-24,5918.694238757878,0.0,-46.060510714284305,5.0,0.0,10.0,46.145000000003165,46.145000000003165,11.0,46.145000000003165,1e+100,46.145000000003165,1e+100
2024-12-26,5920.524026819985,0.0,-40.21511428571307,5.0,0.0,10.0,41.99700000000303,41.99700000000303,11.0,41.99700000000303,1e+100,41.99700000000303,1e+100
2024-12-27,5920.524026819985,0.0,-48.00087142857029,4.0,0.0,10.0,-29.74199999999564,-29.74199999999564,12.0,-29.74199999999564,12.0,-29.74199999999564,1e+100
2024-12-30,6034.931040794963,1.0,-63.05575714285604,4.0,0.0,10.0,-96.93499999999676,-96.93499999999676,12.0,-96.93499999999676,1e+100,-96.93499999999676,1e+100
2024-12-31,6009.289988755216,1.0,-78.50145357142759,4.0,0.0,10.0,-127.36099999999715,-127.36099999999715,12.0,-127.36099999999715,1e+100,-127.36099999999715,1e+100
2025-01-02,6000.402489317456,1.0,-93.1448178571419,4.0,0.0,10.0,-150.5929999999962,-150.5929999999962,12.0,-150.5929999999962,1e+100,-150.5929999999962,1e+100
2025-01-03,6000.402489317456,1.0,-91.26656785714206,5.0,0.0,10.0,-84.54249999999683,-84.54249999999683,12.0,-84.54249999999683,1e+100,-84.54249999999683,1e+100
2025-01-06,6000.402489317456,1.0,-82.3178178571421,5.0,0.0,10.0,-49.3924999999972,-49.3924999999972,12.0,-49.3924999999972,1e+100,-49.3924999999972,1e+100
2025-01-07,6000.402489317456,1.0,-82.0382642857135,5.0,0.0,9.0,-113.23999999999614,-113.23999999999614,12.0,-113.23999999999614,1e+100,-113.23999999999614,1e+100
2025-01-08,6000.402489317456,1.0,-80.91352499999905,5.0,0.0,9.0,-103.10699999999724,-103.10699999999724,12.0,-103.10699999999724,1e+100,-103.10699999999724,1e+100
2025-01-10,5968.384989223894,1.0,-94.97823214285634,4.0,0.0,9.0,-194.5744999999979,-194.5744999999979,12.0,-194.5744999999979,1e+100,-194.5744999999979,1e+100
2025-01-13,5967.847239762699,1.0,-97.0259464285705,4.0,0.0,9.0,-188.02799999999752,-188.02799999999752,12.0,-188.02799999999752,1e+100,-188.02799999999752,1e+100
2025-01-14,5967.456377774564,1.0,-97.48322857142776,4.0,0.0,9.0,-182.1349999999984,-182.1349999999984,12.0,-182.1349999999984,1e+100,-182.1349999999984,1e+100
2025-01-15,5967.456377774564,1.0,-75.69311428571342,5.0,0.0,9.0,-73.72099999999773,-73.72099999999773,13.0,-73.72099999999773,1e+100,-73.72099999999773,1e+100
2025-01-16,5967.456377774564,1.0,-52.62454642857044,5.0,0.0,9.0,-80.0189999999975,-80.0189999999975,13.0,-80.0189999999975,1e+100,-80.0189999999975,1e+100
2025-01-17,5854.640456855533,0.0,-20.135032142856097,5.0,0.0,8.0,-12.442999999998392,-12.442999999998392,13.0,-12.442999999998392,1e+100,-12.442999999998392,1e+100
2025-01-21,5908.834934012756,0.0,3.963414285715274,2.0,0.0,9.0,49.20250000000124,49.20250000000124,11.0,49.20250000000124,1e+100,49.20250000000124,11.0
2025-01-22,5947.826687312118,0.0,27.458907142858052,2.0,0.0,9.0,93.53350000000137,93.53350000000137,11.0,93.53350000000137,1e+100,93.53350000000137,1e+100
2025-01-23,5982.707352946512,0.0,58.506175000001065,2.0,0.0,10.0,130.88000000000193,130.88000000000193,11.0,130.88000000000193,1e+100,130.88000000000193,1e+100
2025-01-24,5985.563985299187,0.0,86.2792178571439,2.0,0.0,10.0,122.47300000000178,122.47300000000178,11.0,122.47300000000178,1e+100,122.47300000000178,1e+100
2025-01-27,5985.563985299187,0.0,101.7573464285724,2.0,0.0,10.0,40.24200000000201,40.24200000000201,11.0,40.24200000000201,1e+100,40.24200000000201,1e+100
2025-01-28,5985.563985299187,0.0,126.91760000000085,2.0,0.0,10.0,106.05550000000221,106.05550000000221,11.0,106.05550000000221,1e+100,106.05550000000221,1e+100
2025-01-29,5985.563985299187,0.0,138.87887500000073,2.0,0.0,10.0,90.06400000000212,90.06400000000212,11.0,90.06400000000212,1e+100,90.06400000000212,1e+100
2025-01-30,5985.563985299187,0.0,148.39945357142932,2.0,0.0,10.0,132.34150000000227,132.34150000000227,11.0,132.34150000000227,1e+100,132.34150000000227,1e+100
2025-01-31,5985.563985299187,0.0,146.58587857142913,3.0,0.0,10.0,106.73950000000241,106.73950000000241,11.0,106.73950000000241,1e+100,106.73950000000241,1e+100
2025-02-03,5985.563985299187,0.0,132.28082500000048,3.0,0.0,10.0,67.63550000000214,67.63550000000214,11.0,67.63550000000214,1e+100,67.63550000000214,1e+100
2025-02-04,5985.563985299187,0.0,131.32421071428615,3.0,0.0,10.0,113.64300000000276,113.64300000000276,11.0,113.64300000000276,1e+100,113.64300000000276,1e+100
2025-02-05,5985.563985299187,0.0,136.4080035714289,2.0,0.0,10.0,128.37000000000262,128.37000000000262,11.0,128.37000000000262,1e+100,128.37000000000262,1e+100
2025-02-06,5985.563985299187,0.0,137.50685357142913,2.0,0.0,10.0,139.49550000000272,139.49550000000272,11.0,139.49550000000272,1e+100,139.49550000000272,1e+100
2025-02-07,5985.563985299187,0.0,126.28293928571486,3.0,0.0,10.0,72.52150000000165,72.52150000000165,11.0,72.52150000000165,1e+100,72.52150000000165,1e+100
2025-02-10,5985.563985299187,0.0,112.05516428571482,3.0,0.0,10.0,106.63300000000254,106.63300000000254,11.0,106.63300000000254,1e+100,106.63300000000254,1e+100
2025-02-11,5985.563985299187,0.0,95.22910357142919,3.0,0.0,9.0,110.06100000000151,110.06100000000151,11.0,110.06100000000151,1e+100,110.06100000000151,1e+100
2025-02-12,5985.563985299187,0.0,68.46811785714345,3.0,0.0,8.0,92.04450000000179,92.04450000000179,11.0,92.04450000000179,1e+100,92.04450000000179,1e+100
2025-02-13,5985.563985299187,0.0,61.126728571429155,3.0,0.0,8.0,151.72100000000137,151.72100000000137,11.0,151.72100000000137,1e+100,151.72100000000137,1e+100
2025-02-14,5989.841792049247,0.0,51.49615357142932,3.0,0.0,8.0,143.0495000000019,143.0495000000019,11.0,143.0495000000019,1e+100,143.0495000000019,1e+100
2025-02-18,6004.123702446784,0.0,49.18491071428643,3.0,0.0,8.0,150.0545000000011,150.0545000000011,11.0,150.0545000000011,1e+100,150.0545000000011,1e+100
2025-02-19,6021.338017324445,0.0,53.47476071428652,2.0,0.0,8.0,158.32350000000224,158.32350000000224,11.0,158.32350000000224,1e+100,158.32350000000224,1e+100
2025-02-20,6021.523116458223,0.0,55.12031785714374,2.0,0.0,8.0,126.9220000000023,126.9220000000023,11.0,126.9220000000023,1e+100,126.9220000000023,1e+100
2025-02-21,6140.501039364688,1.0,41.36896785714382,3.0,0.0,8.0,18.22700000000168,18.22700000000168,13.0,18.22700000000168,1e+100,18.22700000000168,1e+100
2025-02-24,6110.853987396455,1.0,23.284803571429677,3.0,0.0,8.0,-20.359999999997854,-20.359999999997854,12.0,-20.359999999997854,12.0,-20.359999999997854,1e+100
2025-02-25,6084.890288026631,1.0,-4.822649999998887,4.0,0.0,9.0,-53.745999999997366,-53.745999999997366,12.0,-53.745999999997366,1e+100,-53.745999999997366,1e+100
2025-02-26,6084.890288026631,1.0,-24.709453571427417,4.0,0.0,9.0,-64.90699999999742,-64.90699999999742,12.0,-64.90699999999742,1e+100,-64.90699999999742,1e+100
2025-02-27,5999.369684944035,1.0,-59.21028214285592,4.0,0.0,10.0,-171.03099999999722,-171.03099999999722,12.0,-171.03099999999722,1e+100,-171.03099999999722,1e+100
2025-02-28,5999.369684944035,1.0,-68.65746428571295,4.0,0.0,10.0,-88.53499999999713,-88.53499999999713,12.0,-88.53499999999713,1e+100,-88.53499999999713,1e+100
2025-03-03,5999.369684944035,1.0,-96.45752499999872,4.0,0.0,10.0,-201.59299999999803,-201.59299999999803,12.0,-201.59299999999803,1e+100,-201.59299999999803,1e+100
2025-03-04,5937.172713628892,1.0,-134.53294999999875,4.0,0.0,10.0,-282.0264999999972,-282.0264999999972,12.0,-282.0264999999972,1e+100,-282.0264999999972,1e+100
2025-03-05,5937.172713628892,1.0,-152.38628928571296,4.0,0.0,10.0,-224.1924999999983,-224.1924999999983,12.0,-224.1924999999983,1e+100,-224.1924999999983,1e+100
2025-03-06,5906.387824050074,1.0,-182.1138928571416,4.0,0.0,10.0,-333.0279999999984,-333.0279999999984,12.0,-333.0279999999984,1e+100,-333.0279999999984,1e+100
2025-03-07,5906.387824050074,1.0,-196.1837714285703,4.0,0.0,10.0,-302.92549999999846,-302.92549999999846,12.0,-302.92549999999846,1e+100,-302.92549999999846,1e+100
2025-03-10,5797.747086205192,1.0,-234.55509999999893,4.0,0.0,10.0,-453.28549999999814,-453.28549999999814,12.0,-453.28549999999814,1e+100,-453.28549999999814,1e+100
2025-03-11,5756.906231894933,1.0,-268.59449642857044,4.0,0.0,10.0,-489.85599999999886,-489.85599999999886,12.0,-489.85599999999886,1e+100,-489.85599999999886,1e+100
2025-03-12,5756.906231894933,1.0,-290.9638607142846,4.0,0.0,10.0,-459.79449999999815,-459.79449999999815,12.0,-459.79449999999815,1e+100,-459.79449999999815,1e+100
2025-03-13,5706.9291742851765,1.0,-323.98388214285586,4.0,0.0,10.0,-531.972499999998,-531.972499999998,12.0,-531.972499999998,1e+100,-531.972499999998,1e+100
2025-03-14,5706.9291742851765,1.0,-322.4986285714272,5.0,0.0,10.0,-405.68449999999757,-405.68449999999757,12.0,-405.68449999999757,1e+100,-405.68449999999757,1e+100
2025-03-17,5706.9291742851765,1.0,-308.751814285713,5.0,0.0,10.0,-363.67099999999846,-363.67099999999846,12.0,-363.67099999999846,1e+100,-363.67099999999846,1e+100
2025-03-18,5706.267152052754,1.0,-299.46883214285594,5.0,0.0,10.0,-414.5904999999984,-414.5904999999984,12.0,-414.5904999999984,1e+100,-414.5904999999984,1e+100
2025-03-19,5706.267152052754,1.0,-271.28243571428425,5.0,0.0,10.0,-343.11849999999777,-343.11849999999777,12.0,-343.11849999999777,1e+100,-343.11849999999777,1e+100
2025-03-20,5705.70187972761,1.0,-242.0003249999985,5.0,0.0,10.0,-345.7749999999978,-345.7749999999978,12.0,-345.7749999999978,1e+100,-345.7749999999978,1e+100
2025-03-21,5703.267285741229,1.0,-214.44166785714157,5.0,0.0,10.0,-324.9379999999974,-324.9379999999974,12.0,-324.9379999999974,1e+100,-324.9379999999974,1e+100
2025-03-24,5584.1525785458325,0.0,-167.65859642856995,5.0,0.0,10.0,-209.27949999999691,-209.27949999999691,13.0,-209.27949999999691,1e+100,-209.27949999999691,1e+100
2025-03-25,5599.7699496185405,0.0,-121.86472857142702,5.0,0.0,10.0,-179.60799999999836,-179.60799999999836,13.0,-179.60799999999836,1e+100,-179.60799999999836,1e+100
2025-03-26,5599.7699496185405,0.0,-87.55421428571265,5.0,0.0,9.0,-219.33949999999732,-219.33949999999732,12.0,-219.33949999999732,12.0,-219.33949999999732,1e+100
2025-03-27,5602.407779530732,0.0,-64.30953214285546,5.0,0.0,9.0,-214.7694999999976,-214.7694999999976,12.0,-214.7694999999976,1e+100,-214.7694999999976,1e+100
2025-03-28,5758.579609445804,1.0,-51.93880714285535,5.0,0.0,9.0,-300.61699999999746,-300.61699999999746,12.0,-300.61699999999746,1e+100,-300.61699999999746,1e+100
2025-03-31,5758.579609445804,1.0,-34.64121071428383,5.0,0.0,9.0,-245.91949999999724,-245.91949999999724,12.0,-245.91949999999724,1e+100,-245.91949999999724,1e+100
2025-04-01,5758.579609445804,1.0,-18.464821428569564,5.0,0.0,9.0,-202.72399999999743,-202.72399999999743,12.0,-202.72399999999743,1e+100,-202.72399999999743,1e+100
2025-04-02,5758.579609445804,1.0,12.41655714285912,2.0,0.0,8.0,-139.05799999999726,-139.05799999999726,12.0,-139.05799999999726,1e+100,-139.05799999999726,1e+100
2025-04-03,5601.179726703666,1.0,-11.560910714283636,4.0,0.0,9.0,-390.0859999999966,-390.0859999999966,12.0,-390.0859999999966,1e+100,-390.0859999999966,1e+100
2025-04-04,5301.187240368483,1.0,-72.24637857142636,4.0,0.0,10.0,-689.7744999999968,-689.7744999999968,12.0,-689.7744999999968,1e+100,-689.7744999999968,1e+100
2025-04-07,5301.187240368483,1.0,-129.75073214285493,4.0,0.0,10.0,-684.3469999999979,-684.3469999999979,12.0,-684.3469999999979,1e+100,-684.3469999999979,1e+100
2025-04-08,5262.535609432556,1.0,-200.08273214285484,4.0,0.0,10.0,-753.0219999999972,-753.0219999999972,12.0,-753.0219999999972,1e+100,-753.0219999999972,1e+100
2025-04-09,5137.831171039072,0.0,-175.87488571428338,5.0,0.0,10.0,-269.98199999999724,-269.98199999999724,12.0,-269.98199999999724,1e+100,-269.98199999999724,1e+100
2025-04-10,5137.831171039072,0.0,-195.74638571428324,4.0,0.0,10.0,-446.61899999999605,-446.61899999999605,12.0,-446.61899999999605,1e+100,-446.61899999999605,1e+100
2025-04-11,5137.831171039072,0.0,-186.27269285714036,5.0,0.0,10.0,-342.91699999999673,-342.91699999999673,12.0,-342.91699999999673,1e+100,-342.91699999999673,1e+100
2025-04-14,5137.831171039072,0.0,-165.0931999999975,5.0,0.0,10.0,-281.62899999999627,-281.62899999999627,12.0,-281.62899999999627,1e+100,-281.62899999999627,1e+100
2025-04-15,5137.831171039072,0.0,-151.5995964285691,5.0,0.0,10.0,-279.0754999999963,-279.0754999999963,12.0,-279.0754999999963,1e+100,-279.0754999999963,1e+100
2025-04-16,5137.831171039072,0.0,-153.97427142856912,4.0,0.0,10.0,-392.73149999999623,-392.73149999999623,12.0,-392.73149999999623,1e+100,-392.73149999999623,1e+100
2025-04-17,5144.382882380388,0.0,-153.06544642856926,5.0,0.0,10.0,-377.16949999999633,-377.16949999999633,12.0,-377.16949999999633,1e+100,-377.16949999999633,1e+100
2025-04-21,5144.382882380388,0.0,-170.14574642856962,4.0,0.0,10.0,-484.56849999999577,-484.56849999999577,12.0,-484.56849999999577,1e+100,-484.56849999999577,1e+100
2025-04-22,5144.382882380388,0.0,-147.85315357142682,5.0,0.0,10.0,-320.18349999999555,-320.18349999999555,12.0,-320.18349999999555,1e+100,-320.18349999999555,1e+100
2025-04-23,5144.382882380388,0.0,-104.5306071428555,5.0,0.0,10.0,-204.48799999999574,-204.48799999999574,12.0,-204.48799999999574,1e+100,-204.48799999999574,1e+100
2025-04-24,5172.02531277934,0.0,-42.89004642856986,5.0,0.0,10.0,-66.09299999999621,-66.09299999999621,13.0,-66.09299999999621,1e+100,-66.09299999999621,1e+100
2025-04-25,5220.878047140374,0.0,24.963278571430124,2.0,0.0,9.0,-18.53299999999581,-18.53299999999581,13.0,-18.53299999999581,1e+100,-18.53299999999581,1e+100
2025-04-28,5231.113144783355,0.0,79.94115714285863,2.0,0.0,9.0,-2.339499999995496,-2.339499999995496,13.0,-2.339499999995496,1e+100,-2.339499999995496,1e+100
2025-04-29,5271.449487544187,0.0,143.2112857142871,2.0,0.0,9.0,43.51950000000397,43.51950000000397,11.0,43.51950000000397,1e+100,43.51950000000397,11.0
2025-04-30,5279.308013166978,0.0,206.4371035714297,2.0,0.0,9.0,65.22700000000441,65.22700000000441,11.0,65.22700000000441,1e+100,65.22700000000441,1e+100
2025-05-01,5319.8721125086295,0.0,279.3680714285723,2.0,0.0,9.0,111.18850000000475,111.18850000000475,11.0,111.18850000000475,1e+100,111.18850000000475,1e+100
2025-05-02,5406.958006883197,0.0,336.7037785714293,2.0,0.0,10.0,213.69800000000305,213.69800000000305,11.0,213.69800000000305,1e+100,213.69800000000305,1e+100
2025-05-05,5415.725106539037,0.0,353.7415607142866,2.0,0.0,10.0,196.4175000000032,196.4175000000032,11.0,196.4175000000032,1e+100,196.4175000000032,1e+100
2025-05-06,5422.8388512120855,0.0,351.8538142857151,3.0,0.0,10.0,178.416500000003,178.416500000003,11.0,178.416500000003,1e+100,178.416500000003,1e+100
2025-05-07,5428.420908651481,0.0,334.30382857142945,3.0,0.0,10.0,226.77600000000348,226.77600000000348,11.0,226.77600000000348,1e+100,226.77600000000348,1e+100
2025-05-08,5432.449863218907,0.0,351.76984642857246,2.0,0.0,10.0,279.4965000000029,279.4965000000029,11.0,279.4965000000029,1e+100,279.4965000000029,1e+100
2025-05-09,5440.406370057962,0.0,345.6173000000009,3.0,0.0,10.0,286.81800000000294,286.81800000000294,11.0,286.81800000000294,1e+100,286.81800000000294,1e+100
2025-05-12,5591.712051555064,0.0,370.65413571428667,2.0,0.0,10.0,479.52300000000287,479.52300000000287,11.0,479.52300000000287,1e+100,479.52300000000287,1e+100
2025-05-13,5640.432448977311,0.0,397.65093571428673,2.0,0.0,10.0,524.4735000000028,524.4735000000028,11.0,524.4735000000028,1e+100,524.4735000000028,1e+100
