datetime,A,B,C,D,E
2024-12-19,0.6847928295512741,0.0,0.0,0.6134988808601547,2.0
2024-12-20,1.1671287129820078,0.0,0.0,0.8389891051996625,2.0
2024-12-23,1.5269550694216139,0.0,0.0,1.0512016808461628,2.0
2024-12-24,1.696413360398934,0.0,0.0,1.2371633209338977,2.0
2024-12-26,1.6988837206416674,0.0,0.0,1.376638093943073,2.0
2024-12-27,1.6479898796175356,0.0,0.0,1.494338294653985,2.0
2024-12-30,1.6438391000817163,0.0,0.0,1.6121494061544455,2.0
2024-12-31,1.7075243266037237,0.0,0.0,1.7396831092346143,2.0
2025-01-02,1.8094897431300312,0.0,0.0,1.8468923240383621,2.0
2025-01-03,1.8743372036448218,0.0,0.0,1.8799448654472728,2.0
2025-01-06,1.8470181557210252,0.0,0.0,1.8028761009451277,2.0
2025-01-07,1.7821304051655416,0.0,0.0,1.668241452763244,2.0
2025-01-08,1.7232080744222527,0.0,0.0,1.5445073145693224,2.0
2025-01-10,1.7030467875333708,0.0,0.0,1.4431109942073783,2.0
2025-01-13,1.7324565821963949,0.0,0.0,1.3613183694479667,2.0
2025-01-14,1.7651153768257148,0.0,0.0,1.2837506582791969,2.0
2025-01-15,1.7344289130393105,0.0,0.0,1.1892010323602358,2.0
2025-01-16,1.6236200931819418,0.0,0.0,1.0728356177363307,2.0
2025-01-17,1.453377082068694,0.0,0.0,0.9262563354756873,2.0
2025-01-21,1.212468154990345,0.0,0.0,0.7571691244234058,2.0
2025-01-22,0.9084730393465915,0.0,0.0,0.6024446346806307,2.0
2025-01-23,0.5580707335790239,0.0,0.0,0.48162721732592795,2.0
2025-01-24,0.19992472319482593,0.0,0.0,0.41022705304901236,2.0
2025-01-27,-0.08280751734764309,1.0,0.0,0.395084667669269,2.0
2025-01-28,-0.2753998901157161,1.0,0.0,0.429705688576555,2.0
2025-01-29,-0.4038228651249669,1.0,0.0,0.49660727559887985,2.0
2025-01-30,-0.47855133822730783,1.0,0.0,0.5729565083563364,2.0
2025-01-31,-0.509793454255811,1.0,0.0,0.651442528414587,2.0
2025-02-03,-0.47061829770811225,1.0,0.0,0.7161904802026433,2.0
2025-02-04,-0.386622277421286,1.0,0.0,0.7533442931558663,2.0
2025-02-05,-0.31186662053736675,1.0,0.0,0.7758686620858649,2.0
2025-02-06,-0.26892710234479633,1.0,0.0,0.8026156649529066,2.0
2025-02-07,-0.22849109932710265,1.0,0.0,0.8332397013531693,2.0
2025-02-10,-0.18149628550971755,1.0,0.0,0.852230364429889,2.0
2025-02-11,-0.1536959868403965,1.0,0.0,0.8650217611264741,2.0
2025-02-12,-0.12992338361650252,1.0,0.0,0.8750068086091476,2.0
2025-02-13,-0.13259766845227405,1.0,0.0,0.8736634815718858,2.0
2025-02-14,-0.1819306662481493,1.0,0.0,0.8525754188079675,2.0
2025-02-18,-0.2601050164046353,1.0,0.0,0.8101703062347961,2.0
2025-02-19,-0.36104668706777615,1.0,0.0,0.7704916567920977,2.0
2025-02-20,-0.4553026702093857,1.0,0.0,0.7404371662505383,2.0
2025-02-21,-0.4588757738522407,1.0,0.0,0.7306654607984889,2.0
2025-02-24,-0.32626816795172614,1.0,0.0,0.763932976956492,2.0
2025-02-25,-0.08436612742076313,1.0,0.0,0.8556643095139783,2.0
2025-02-26,0.22199955298048196,0.0,0.0,0.9826923960109499,2.0
2025-02-27,0.5938009031359757,0.0,0.0,1.1177553423817381,2.0
2025-02-28,0.9636993524342561,0.0,0.0,1.2397040018316297,2.0
2025-03-03,1.2884699871022194,0.0,0.0,1.3214338498279141,2.0
2025-03-04,1.6294161940501954,0.0,0.0,1.3450957013325353,2.0
2025-03-05,1.9147220563250613,0.0,0.0,1.2782533394499915,2.0
2025-03-06,2.124150812151322,0.0,0.0,1.134930902512924,2.0
2025-03-07,2.2703185078632244,0.0,0.0,0.9696390130745226,2.0
2025-03-10,2.3862944823695353,0.0,0.0,0.8509858732416804,2.0
2025-03-11,2.512334653244949,0.0,0.0,0.7856049249775998,2.0
2025-03-12,2.5898159993751526,0.0,0.0,0.7326837780455526,2.0
2025-03-13,2.6136334058252806,0.0,0.0,0.6834837597826982,2.0
2025-03-14,2.5654644381210647,0.0,0.0,0.6059153946876503,2.0
2025-03-17,2.4220957657906137,0.0,0.0,0.48630594568405755,2.0
2025-03-18,2.238995990187082,0.0,0.0,0.3583500083478118,2.0
2025-03-19,2.03959111183976,0.0,0.0,0.22327111937943975,2.0
2025-03-20,1.824632637212654,0.0,0.0,0.07520156252276235,2.0
2025-03-21,1.6111514481919802,0.0,0.0,-0.07091191399593424,3.0
2025-03-24,1.378867205861128,0.0,0.0,-0.2352069786836591,3.0
2025-03-25,1.1171541730060566,0.0,0.0,-0.431065662559652,3.0
2025-03-26,0.8665129070021531,0.0,0.0,-0.6218336614389718,3.0
2025-03-27,0.658701144400394,0.0,0.0,-0.7738428572254905,3.0
2025-03-28,0.5243682488808729,0.0,0.0,-0.8492877315517118,3.0
2025-03-31,0.463211139632803,0.0,0.0,-0.836695650244665,3.0
2025-04-01,0.4309688956535303,0.0,0.0,-0.7861199442435605,3.0
2025-04-02,0.39575815097245914,0.0,0.0,-0.7382758243776086,3.0
2025-04-03,0.4243009436997666,0.0,0.0,-0.6733180451912141,3.0
2025-04-04,0.6567521104677247,0.0,0.0,-0.5853792647675135,3.0
2025-04-07,1.0731394642537628,0.0,0.0,-0.4775947880782474,3.0
2025-04-08,1.549351352987097,0.0,0.0,-0.3141173733369857,3.0
2025-04-09,1.8577904588484204,0.0,0.0,-0.15959904778374795,3.0
2025-04-10,1.9383310616124425,0.0,0.0,-0.05997340111562013,3.0
2025-04-11,1.8942494446881577,0.0,0.0,-0.008609001742751435,3.0
2025-04-14,1.7401775846535492,0.0,0.0,-0.03357273781285747,3.0
2025-04-15,1.5201461726848613,0.0,0.0,-0.11661815014551474,3.0
2025-04-16,1.3013178732034043,0.0,0.0,-0.22979783267615198,3.0
2025-04-17,1.1171671055795482,0.0,0.0,-0.3586947046573119,3.0
2025-04-21,0.9859005871697845,0.0,0.0,-0.4914867158530881,3.0
2025-04-22,0.8847048448090531,0.0,0.0,-0.6400904901595434,3.0
2025-04-23,0.7457309740164226,0.0,0.0,-0.8106245739254847,3.0
2025-04-24,0.5365296645746747,0.0,0.0,-0.9801748526593365,3.0
2025-04-25,0.25480727530151426,0.0,0.0,-1.1488460236590268,3.0
2025-04-28,-0.06699457399835054,1.0,0.0,-1.3094262901086275,3.0
2025-04-29,-0.39990238379487114,1.0,0.0,-1.4494897353265659,3.0
2025-04-30,-0.7211540926328263,1.0,0.0,-1.560401228182688,3.0
2025-05-01,-1.0131208206433269,1.0,0.0,-1.6294815516700103,3.0
2025-05-02,-1.2818000359723054,1.0,0.0,-1.6677611242518133,3.0
2025-05-05,-1.5097485682711402,1.0,0.0,-1.6760371501930855,3.0
2025-05-06,-1.6588013525438694,1.0,0.0,-1.64647252518952,3.0
2025-05-07,-1.7329722343535434,1.0,0.0,-1.5926559594172578,3.0
2025-05-08,-1.7615309562194814,1.0,0.0,-1.5441919684441694,3.0
2025-05-09,-1.7590727315276804,1.0,0.0,-1.511731296212333,3.0
2025-05-12,-1.7685054009124872,1.0,0.0,-1.4716721334309377,3.0
2025-05-13,-1.8176154767844832,1.0,0.0,-1.4247066818828882,3.0
2025-05-14,-1.8767297431579177,1.0,0.0,-1.3772344080854266,3.0
2025-05-15,-1.923995396924541,1.0,0.0,-1.3035272533961741,3.0
2025-05-16,-1.9552873507946718,1.0,0.0,-1.1984884071588868,3.0
2025-05-19,-1.9664162310843876,1.0,0.0,-1.0896161101517152,3.0
2025-05-20,-1.946911016234912,1.0,0.0,-0.9940274337897802,3.0
2025-05-21,-1.879896503458954,1.0,0.0,-0.8979975311935398,3.0
2025-05-22,-1.7674239073635232,1.0,0.0,-0.7881971842852792,3.0
2025-05-23,-1.625397546474605,1.0,0.0,-0.6449002665748104,3.0
2025-05-27,-1.4846940931050785,1.0,0.0,-0.4641333902549219,3.0
2025-05-28,-1.3632063478881102,1.0,0.0,-0.26585970597439856,3.0
2025-05-29,-1.254577980896127,1.0,0.0,-0.0679627944727931,3.0
2025-05-30,-1.1597063375591066,1.0,0.0,0.11160882441462125,2.0
2025-06-02,-1.0783526748212138,1.0,0.0,0.2649302033965157,2.0
2025-06-03,-1.0149896758647146,1.0,0.0,0.37333946843627946,2.0
2025-06-04,-0.9669708680248196,1.0,0.0,0.44034012314812465,2.0
2025-06-05,-0.9209088741853554,1.0,0.0,0.49422524012310487,2.0
2025-06-06,-0.878570894076472,1.0,0.0,0.5394158217002979,2.0
2025-06-09,-0.8467254109304225,1.0,0.0,0.553946450017517,2.0
2025-06-10,-0.8238875273600557,1.0,0.0,0.533357244261646,2.0
2025-06-11,-0.8047144592380922,1.0,0.0,0.49886872765796486,2.0
2025-06-12,-0.7840195104193017,1.0,0.0,0.4710609135272544,2.0
2025-06-13,-0.7503192640275762,1.0,0.0,0.455102929277961,2.0
2025-06-16,-0.7034843449339558,1.0,0.0,0.44650659877084187,2.0
2025-06-17,-0.6477547850353722,1.0,0.0,0.4519008073476636,2.0
2025-06-18,-0.57684747707227,1.0,0.0,0.4795249842945916,2.0
2025-06-20,-0.4948347694419067,1.0,0.0,0.5243111251649964,2.0
2025-06-23,-0.4156696216166887,1.0,0.0,0.5774312388941084,2.0
2025-06-24,-0.3620300426686128,1.0,0.0,0.6228466293786985,2.0
2025-06-25,-0.3357896386240712,1.0,0.0,0.6365851495207444,2.0
2025-06-26,-0.332491373263357,1.0,0.0,0.6194739862206469,2.0
2025-06-27,-0.3530692795865958,1.0,0.0,0.5897892290923265,2.0
2025-06-30,-0.3926432733194208,1.0,0.0,0.5360556201776946,2.0
2025-07-01,-0.438943336697272,1.0,0.0,0.48382734936038524,2.0
2025-07-02,-0.48295946807196616,1.0,0.0,0.4395531600838952,2.0
2025-07-03,-0.530073333933954,1.0,0.0,0.3709737264015173,2.0
2025-07-07,-0.5680600635302208,1.0,0.0,0.30165651007392263,2.0
2025-07-08,-0.5792798850329091,1.0,0.0,0.24706671295729987,2.0
2025-07-09,-0.5720734900364197,1.0,0.0,0.18537150170034583,2.0
2025-07-10,-0.5574416223162709,1.0,0.0,0.09793053952660255,2.0
2025-07-11,-0.5313853852435547,1.0,0.0,-0.017803802404528904,3.0
2025-07-14,-0.4908705951511757,1.0,0.0,-0.17228113505344536,3.0
2025-07-15,-0.43461152709544587,1.0,0.0,-0.34188228810767074,3.0
2025-07-16,-0.3656017816421288,1.0,0.0,-0.5056776078170379,3.0
2025-07-17,-0.2989699399483446,1.0,0.0,-0.6548318339767537,3.0
2025-07-18,-0.23990794716878408,1.0,0.0,-0.7340201990378807,3.0
2025-07-21,-0.1859948608283634,1.0,0.0,-0.7258296791286805,3.0
2025-07-22,-0.13643358582476547,1.0,0.0,-0.6626826817651252,3.0
2025-07-23,-0.09921941451602863,1.0,0.0,-0.5486823931673255,3.0
